qseqid	sseqid	pident	length	qlen	slen	evalue	bitscore
lpLuzPall_ENA|OZ187630|OZ187630.1_000126.1	Danio_rerio_DRER013080_CENPA_CenpA	50.000	72	121	145	1.67e-23	77.8
lpLuzPall_ENA|OZ187630|OZ187630.1_000126.1	Mus_musculus_MMUS037970_Cenpa_CenpA	50.704	71	121	134	1.75e-23	77.4
lpLuzPall_ENA|OZ187630|OZ187630.1_000126.1	Homo_sapiens_HSAP011513_CENPA_CenpA	46.575	73	121	140	7.57e-22	73.2
lpLuzPall_ENA|OZ187630|OZ187630.1_004629.1	Caenorhabditis_elegans_CELE018214_hcp-3_CenpA	60.000	35	124	288	1.18e-08	39.7
lpLuzPall_ENA|OZ187630|OZ187630.1_004629.1	Caenorhabditis_elegans_CELE018214_hcp-3_CenpA	54.054	37	124	288	7.94e-08	37.0
lpLuzPall_ENA|OZ187630|OZ187630.1_004629.1	Danio_rerio_DRER013080_CENPA_CenpA	47.619	42	124	145	2.66e-08	37.7
lpLuzPall_ENA|OZ187630|OZ187630.1_004629.1	Danio_rerio_DRER013080_CENPA_CenpA	52.778	36	124	145	3.98e-08	37.4
lpLuzPall_ENA|OZ187630|OZ187630.1_000127.1	Danio_rerio_DRER013080_CENPA_CenpA	51.064	94	101	145	1.76e-29	92.0
lpLuzPall_ENA|OZ187630|OZ187630.1_000127.1	Mus_musculus_MMUS037970_Cenpa_CenpA	43.299	97	101	134	8.26e-23	74.7
lpLuzPall_ENA|OZ187630|OZ187630.1_000127.1	Homo_sapiens_HSAP011513_CENPA_CenpA	48.571	70	101	140	4.05e-21	70.5
lpLuzPall_ENA|OZ187630|OZ187630.1_004630.1	Danio_rerio_DRER013080_CENPA_CenpA	49.495	99	379	145	1.30e-28	97.8
lpLuzPall_ENA|OZ187630|OZ187630.1_004630.1	Danio_rerio_DRER013080_CENPA_CenpA	52.632	38	379	145	1.14e-07	38.5
lpLuzPall_ENA|OZ187630|OZ187630.1_004630.1	Danio_rerio_DRER013080_CENPA_CenpA	52.632	38	379	145	1.14e-07	38.5
lpLuzPall_ENA|OZ187630|OZ187630.1_004630.1	Danio_rerio_DRER013080_CENPA_CenpA	51.351	37	379	145	1.41e-07	38.1
lpLuzPall_ENA|OZ187630|OZ187630.1_004630.1	Danio_rerio_DRER013080_CENPA_CenpA	52.778	36	379	145	4.25e-07	37.0
lpLuzPall_ENA|OZ187630|OZ187630.1_004630.1	Mus_musculus_MMUS037970_Cenpa_CenpA	41.584	101	379	134	4.84e-21	76.6
lpLuzPall_ENA|OZ187630|OZ187630.1_004630.1	Homo_sapiens_HSAP011513_CENPA_CenpA	45.946	74	379	140	1.45e-19	72.4
lpLuzSylv1_SUPER_1_004784.1	Danio_rerio_DRER013080_CENPA_CenpA	42.424	99	140	145	2.12e-18	65.1
lpLuzSylv1_SUPER_1_004784.1	Caenorhabditis_elegans_CELE018214_hcp-3_CenpA	34.677	124	140	288	2.00e-15	59.3
lpLuzSylv1_SUPER_1_004784.1	Homo_sapiens_HSAP011513_CENPA_CenpA	38.318	107	140	140	2.93e-14	54.3
lpEleQuin_ENA|OZ060309|OZ060309.1_000202.1	Danio_rerio_DRER013080_CENPA_CenpA	54.839	93	145	145	5.32e-33	102
lpEleQuin_ENA|OZ060309|OZ060309.1_000202.1	Caenorhabditis_elegans_CELE018214_hcp-3_CenpA	46.078	102	145	288	1.34e-23	81.6
lpEleQuin_ENA|OZ060309|OZ060309.1_000202.1	Homo_sapiens_HSAP011513_CENPA_CenpA	52.703	74	145	140	3.71e-22	75.1
lpEleQuin_ENA|OZ060287|OZ060287.1_000589.1	Danio_rerio_DRER013080_CENPA_CenpA	56.637	113	184	145	5.27e-41	124
lpEleQuin_ENA|OZ060287|OZ060287.1_000589.1	Homo_sapiens_HSAP011513_CENPA_CenpA	58.621	87	184	140	5.89e-32	101
lpEleQuin_ENA|OZ060287|OZ060287.1_000589.1	Caenorhabditis_elegans_CELE018214_hcp-3_CenpA	45.588	136	184	288	9.55e-30	99.8
lpCypFusc_ENA|OZ210609|OZ210609.1_000486.1	Danio_rerio_DRER013080_CENPA_CenpA	59.551	89	184	145	1.43e-35	110
lpCypFusc_ENA|OZ210609|OZ210609.1_000486.1	Caenorhabditis_elegans_CELE018214_hcp-3_CenpA	43.609	133	184	288	3.31e-30	100
lpCypFusc_ENA|OZ210609|OZ210609.1_000486.1	Mus_musculus_MMUS037970_Cenpa_CenpA	39.669	121	184	134	1.49e-23	79.7
lpCarDepa1_SUPER_1_001836.1	Danio_rerio_DRER013080_CENPA_CenpA	53.933	89	189	145	9.47e-30	96.3
lpCarDepa1_SUPER_1_001836.1	Homo_sapiens_HSAP011513_CENPA_CenpA	53.846	78	189	140	2.30e-21	74.3
lpCarDepa1_SUPER_1_001836.1	Mus_musculus_MMUS037970_Cenpa_CenpA	38.843	121	189	134	1.51e-20	72.0
lpTriCesp_ENA|OZ238316|OZ238316.1_000144.1	Danio_rerio_DRER013080_CENPA_CenpA	55.319	94	191	145	4.08e-33	104
lpTriCesp_ENA|OZ238316|OZ238316.1_000144.1	Homo_sapiens_HSAP011513_CENPA_CenpA	44.828	116	191	140	6.76e-23	78.2
lpTriCesp_ENA|OZ238316|OZ238316.1_000144.1	Caenorhabditis_elegans_CELE018214_hcp-3_CenpA	47.674	86	191	288	7.11e-22	78.6
lpSciSylv_ENA|OZ223724|OZ223724.1_000621.1	Danio_rerio_DRER013080_CENPA_CenpA	48.800	125	206	145	1.21e-33	106
lpSciSylv_ENA|OZ223724|OZ223724.1_000621.1	Homo_sapiens_HSAP011513_CENPA_CenpA	41.600	125	206	140	1.49e-24	83.2
lpSciSylv_ENA|OZ223724|OZ223724.1_000621.1	Caenorhabditis_elegans_CELE018214_hcp-3_CenpA	40.496	121	206	288	4.64e-22	79.7
lpEriAngu_ENA|OZ259050|OZ259050.1_000184.1	Danio_rerio_DRER013080_CENPA_CenpA	48.438	128	191	145	1.09e-31	101
lpEriAngu_ENA|OZ259050|OZ259050.1_000184.1	Caenorhabditis_elegans_CELE018214_hcp-3_CenpA	48.276	87	191	288	1.28e-22	80.9
lpEriAngu_ENA|OZ259050|OZ259050.1_000184.1	Homo_sapiens_HSAP011513_CENPA_CenpA	42.373	118	191	140	1.50e-21	74.7
lpSchTabe_ENA|OZ255977|OZ255977.1_001315.1	Danio_rerio_DRER013080_CENPA_CenpA	59.524	84	187	145	1.11e-33	106
lpSchTabe_ENA|OZ255977|OZ255977.1_001315.1	Caenorhabditis_elegans_CELE018214_hcp-3_CenpA	40.146	137	187	288	2.29e-23	82.8
lpSchTabe_ENA|OZ255977|OZ255977.1_001315.1	Homo_sapiens_HSAP011513_CENPA_CenpA	56.757	74	187	140	9.64e-23	77.8
lpSchTriq_ENA|OZ060265|OZ060265.1_000418.1	Danio_rerio_DRER013080_CENPA_CenpA	59.524	84	251	145	1.50e-32	105
lpSchTriq_ENA|OZ060265|OZ060265.1_000418.1	Caenorhabditis_elegans_CELE018214_hcp-3_CenpA	43.966	116	251	288	8.42e-24	85.5
lpSchTriq_ENA|OZ060265|OZ060265.1_000418.1	Homo_sapiens_HSAP011513_CENPA_CenpA	56.757	74	251	140	8.54e-22	77.0
lpSchLacu1_SUPER_10_000449.1	Danio_rerio_DRER013080_CENPA_CenpA	59.524	84	234	145	6.99e-33	105
lpSchLacu1_SUPER_10_000449.1	Caenorhabditis_elegans_CELE018214_hcp-3_CenpA	43.966	116	234	288	5.03e-24	85.9
lpSchLacu1_SUPER_10_000449.1	Homo_sapiens_HSAP011513_CENPA_CenpA	56.757	74	234	140	3.93e-22	77.4
lpSchTriq_ENA|OZ060270|OZ060270.1_001509.1	Danio_rerio_DRER013080_CENPA_CenpA	54.839	93	179	145	1.28e-33	105
lpSchTriq_ENA|OZ060270|OZ060270.1_001509.1	Caenorhabditis_elegans_CELE018214_hcp-3_CenpA	47.872	94	179	288	2.89e-23	82.0
lpSchTriq_ENA|OZ060270|OZ060270.1_001509.1	Homo_sapiens_HSAP011513_CENPA_CenpA	53.012	83	179	140	7.02e-23	77.8
lpSchTabe_ENA|OZ255982|OZ255982.1_001530.1	Danio_rerio_DRER013080_CENPA_CenpA	58.333	84	177	145	2.91e-33	104
lpSchTabe_ENA|OZ255982|OZ255982.1_001530.1	Homo_sapiens_HSAP011513_CENPA_CenpA	56.757	74	177	140	5.98e-23	78.2
lpSchTabe_ENA|OZ255982|OZ255982.1_001530.1	Caenorhabditis_elegans_CELE018214_hcp-3_CenpA	50.602	83	177	288	6.46e-22	78.2
lpSchLacu1_SUPER_14_001552.1	Danio_rerio_DRER013080_CENPA_CenpA	59.524	84	177	145	7.54e-34	106
lpSchLacu1_SUPER_14_001552.1	Caenorhabditis_elegans_CELE018214_hcp-3_CenpA	45.714	105	177	288	3.00e-23	82.0
lpSchLacu1_SUPER_14_001552.1	Homo_sapiens_HSAP011513_CENPA_CenpA	56.757	74	177	140	6.52e-23	77.8
lpPoaChai_ENA|OZ173747|OZ173747.1_000063.1	Danio_rerio_DRER013080_CENPA_CenpA	63.636	33	160	145	5.29e-10	43.5
lpPoaChai_ENA|OZ173747|OZ173747.1_000063.1	Danio_rerio_DRER013080_CENPA_CenpA	71.429	21	160	145	5.25e-07	35.0
lpPoaChai_ENA|OZ173747|OZ173747.1_000063.1	Caenorhabditis_elegans_CELE018214_hcp-3_CenpA	53.333	30	160	288	1.88e-07	37.0
lpPhlPrat_ENA|OZ273859|OZ273859.1_006049.1	Danio_rerio_DRER013080_CENPA_CenpA	54.839	93	220	145	8.74e-32	102
lpPhlPrat_ENA|OZ273859|OZ273859.1_006049.1	Caenorhabditis_elegans_CELE018214_hcp-3_CenpA	42.623	122	220	288	3.45e-22	80.5
lpPhlPrat_ENA|OZ273859|OZ273859.1_006049.1	Homo_sapiens_HSAP011513_CENPA_CenpA	44.248	113	220	140	5.16e-20	71.6
lpHorVulg1_vulgare_Chr5_004764.1	Danio_rerio_DRER013080_CENPA_CenpA	50.909	110	139	145	7.85e-33	102
lpHorVulg1_vulgare_Chr5_004764.1	Caenorhabditis_elegans_CELE018214_hcp-3_CenpA	44.231	104	139	288	1.37e-24	84.3
lpHorVulg1_vulgare_Chr5_004764.1	Homo_sapiens_HSAP011513_CENPA_CenpA	48.352	91	139	140	6.27e-22	74.3
lpHorVulg1_vulgare_Chr7_004138.1	Danio_rerio_DRER013080_CENPA_CenpA	51.685	89	126	145	6.25e-25	81.6
lpHorVulg1_vulgare_Chr7_004138.1	Homo_sapiens_HSAP011513_CENPA_CenpA	48.571	70	126	140	1.15e-17	62.8
lpHorVulg1_vulgare_Chr7_004138.1	Caenorhabditis_elegans_CELE018214_hcp-3_CenpA	46.154	78	126	288	5.12e-17	63.2
lpBroSter1_ENA|OX465601|OX465601.1_000886.1	Danio_rerio_DRER013080_CENPA_CenpA	50.000	98	167	145	1.55e-28	92.4
lpBroSter1_ENA|OX465601|OX465601.1_000886.1	Mus_musculus_MMUS037970_Cenpa_CenpA	39.091	110	167	134	8.07e-20	69.3
lpBroSter1_ENA|OX465601|OX465601.1_000886.1	Caenorhabditis_elegans_CELE018214_hcp-3_CenpA	47.674	86	167	288	1.29e-19	71.6
lpPolViri_ENA|OZ174315|OZ174315.1_001201.1	Danio_rerio_DRER013080_CENPA_CenpA	51.961	102	117	145	2.27e-29	92.4
lpPolViri_ENA|OZ174315|OZ174315.1_001201.1	Homo_sapiens_HSAP011513_CENPA_CenpA	50.549	91	117	140	1.09e-21	72.8
lpPolViri_ENA|OZ174315|OZ174315.1_001201.1	Caenorhabditis_elegans_CELE018214_hcp-3_CenpA	45.000	100	117	288	4.51e-21	73.9
lpPolViri_ENA|OZ174310|OZ174310.1_001356.1	Danio_rerio_DRER013080_CENPA_CenpA	56.122	98	150	145	1.44e-33	104
lpPolViri_ENA|OZ174310|OZ174310.1_001356.1	Mus_musculus_MMUS037970_Cenpa_CenpA	42.500	120	150	134	1.67e-23	78.6
lpPolViri_ENA|OZ174310|OZ174310.1_001356.1	Homo_sapiens_HSAP011513_CENPA_CenpA	50.562	89	150	140	2.68e-23	78.2
lpPolViri_ENA|OZ174317|OZ174317.1_005503.1	Danio_rerio_DRER013080_CENPA_CenpA	52.475	101	149	145	7.38e-32	100
lpPolViri_ENA|OZ174317|OZ174317.1_005503.1	Caenorhabditis_elegans_CELE018214_hcp-3_CenpA	47.368	95	149	288	3.66e-23	80.9
lpPolViri_ENA|OZ174317|OZ174317.1_005503.1	Homo_sapiens_HSAP011513_CENPA_CenpA	47.126	87	149	140	1.17e-20	71.2
lpPoaChai_ENA|OZ173744|OZ173744.1_001275.1	Danio_rerio_DRER013080_CENPA_CenpA	51.304	115	164	145	3.76e-32	101
lpPoaChai_ENA|OZ173744|OZ173744.1_001275.1	Caenorhabditis_elegans_CELE018214_hcp-3_CenpA	47.748	111	164	288	7.92e-23	80.5
lpPoaChai_ENA|OZ173744|OZ173744.1_001275.1	Homo_sapiens_HSAP011513_CENPA_CenpA	44.231	104	164	140	1.87e-20	71.2
lpPhlPrat_ENA|OZ273858|OZ273858.1_001346.1	Danio_rerio_DRER013080_CENPA_CenpA	54.701	117	169	145	4.36e-33	103
lpPhlPrat_ENA|OZ273858|OZ273858.1_001346.1	Caenorhabditis_elegans_CELE018214_hcp-3_CenpA	44.000	100	169	288	3.80e-22	78.6
lpPhlPrat_ENA|OZ273858|OZ273858.1_001346.1	Homo_sapiens_HSAP011513_CENPA_CenpA	47.423	97	169	140	4.02e-22	75.5
lpHieOdor1_odorata_Chr12_004373.1	Danio_rerio_DRER013080_CENPA_CenpA	53.509	114	152	145	1.42e-36	112
lpHieOdor1_odorata_Chr12_004373.1	Caenorhabditis_elegans_CELE018214_hcp-3_CenpA	46.316	95	152	288	1.59e-24	84.7
lpHieOdor1_odorata_Chr12_004373.1	Homo_sapiens_HSAP011513_CENPA_CenpA	49.425	87	152	140	4.94e-24	80.1
lpHieOdor1_odorata_Chr8_004004.1	Danio_rerio_DRER013080_CENPA_CenpA	51.961	102	154	145	2.20e-32	101
lpHieOdor1_odorata_Chr8_004004.1	Homo_sapiens_HSAP011513_CENPA_CenpA	41.379	116	154	140	6.26e-22	74.7
lpHieOdor1_odorata_Chr8_004004.1	Caenorhabditis_elegans_CELE018214_hcp-3_CenpA	45.455	99	154	288	4.18e-21	75.5
lpPolViri_ENA|OZ174320|OZ174320.1_004614.1	Danio_rerio_DRER013080_CENPA_CenpA	53.061	98	151	145	7.24e-32	100
lpPolViri_ENA|OZ174320|OZ174320.1_004614.1	Homo_sapiens_HSAP011513_CENPA_CenpA	49.425	87	151	140	3.62e-24	80.5
lpPolViri_ENA|OZ174320|OZ174320.1_004614.1	Caenorhabditis_elegans_CELE018214_hcp-3_CenpA	48.913	92	151	288	1.40e-23	82.0
lpPolViri_ENA|OZ174317|OZ174317.1_005502.1	Danio_rerio_DRER013080_CENPA_CenpA	56.122	98	151	145	7.54e-34	105
lpPolViri_ENA|OZ174317|OZ174317.1_005502.1	Caenorhabditis_elegans_CELE018214_hcp-3_CenpA	46.809	94	151	288	3.55e-24	83.6
lpPolViri_ENA|OZ174317|OZ174317.1_005502.1	Homo_sapiens_HSAP011513_CENPA_CenpA	50.575	87	151	140	8.84e-24	79.3
lpHorVulg1_vulgare_Chr7_002188.1	Danio_rerio_DRER013080_CENPA_CenpA	54.206	107	167	145	2.61e-37	114
lpHorVulg1_vulgare_Chr7_002188.1	Mus_musculus_MMUS037970_Cenpa_CenpA	44.000	125	167	134	9.80e-28	89.7
lpHorVulg1_vulgare_Chr7_002188.1	Caenorhabditis_elegans_CELE018214_hcp-3_CenpA	43.284	134	167	288	1.37e-27	93.2
lpBroSter1_ENA|OX465601|OX465601.1_004647.1	Danio_rerio_DRER013080_CENPA_CenpA	50.769	130	174	145	4.38e-38	117
lpBroSter1_ENA|OX465601|OX465601.1_004647.1	Caenorhabditis_elegans_CELE018214_hcp-3_CenpA	37.640	178	174	288	3.92e-29	97.4
lpBroSter1_ENA|OX465601|OX465601.1_004647.1	Mus_musculus_MMUS037970_Cenpa_CenpA	44.262	122	174	134	8.85e-28	90.1
lpBroSter1_ENA|OX465599|OX465599.1_003768.1	Danio_rerio_DRER013080_CENPA_CenpA	56.566	99	238	145	3.19e-32	103
lpBroSter1_ENA|OX465599|OX465599.1_003768.1	Caenorhabditis_elegans_CELE018214_hcp-3_CenpA	44.186	129	238	288	2.34e-24	86.7
lpBroSter1_ENA|OX465599|OX465599.1_003768.1	Mus_musculus_MMUS037970_Cenpa_CenpA	38.053	113	238	134	2.58e-20	72.4
lpPhrAust1_SUPER_11_001317.1	Danio_rerio_DRER013080_CENPA_CenpA	60.194	103	174	145	9.49e-40	121
lpPhrAust1_SUPER_11_001317.1	Caenorhabditis_elegans_CELE018214_hcp-3_CenpA	49.275	138	174	288	1.08e-32	107
lpPhrAust1_SUPER_11_001317.1	Homo_sapiens_HSAP011513_CENPA_CenpA	58.621	87	174	140	7.91e-29	93.2
lpPhrAust1_SUPER_9_001237.1	Danio_rerio_DRER013080_CENPA_CenpA	54.545	110	169	145	3.97e-35	109
lpPhrAust1_SUPER_9_001237.1	Caenorhabditis_elegans_CELE018214_hcp-3_CenpA	44.526	137	169	288	2.73e-27	92.4
lpPhrAust1_SUPER_9_001237.1	Homo_sapiens_HSAP011513_CENPA_CenpA	52.747	91	169	140	4.10e-24	80.9
lpDigSang_ENA|OZ156436|OZ156436.1_001160.1	Danio_rerio_DRER013080_CENPA_CenpA	50.980	51	82	145	3.58e-10	41.6
lpDigSang_ENA|OZ156436|OZ156436.1_001160.1	Caenorhabditis_elegans_CELE018214_hcp-3_CenpA	54.545	44	82	288	6.64e-09	38.9
lpDigSang_ENA|OZ156436|OZ156436.1_001160.1	Homo_sapiens_HSAP011513_CENPA_CenpA	50.000	48	82	140	1.79e-06	31.6
lpDigSang_ENA|OZ156432|OZ156432.1_001273.1	Danio_rerio_DRER013080_CENPA_CenpA	56.566	99	172	145	2.85e-34	107
lpDigSang_ENA|OZ156432|OZ156432.1_001273.1	Homo_sapiens_HSAP011513_CENPA_CenpA	51.818	110	172	140	2.43e-28	91.7
lpDigSang_ENA|OZ156432|OZ156432.1_001273.1	Mus_musculus_MMUS037970_Cenpa_CenpA	46.903	113	172	134	2.42e-26	86.7
lpDigSang_ENA|OZ156436|OZ156436.1_001159.1	Danio_rerio_DRER013080_CENPA_CenpA	61.616	99	167	145	1.79e-38	117
lpDigSang_ENA|OZ156436|OZ156436.1_001159.1	Homo_sapiens_HSAP011513_CENPA_CenpA	59.770	87	167	140	1.32e-30	97.4
lpDigSang_ENA|OZ156436|OZ156436.1_001159.1	Caenorhabditis_elegans_CELE018214_hcp-3_CenpA	44.898	147	167	288	2.40e-30	100
lpDigSang_ENA|OZ156432|OZ156432.1_001272.1	Danio_rerio_DRER013080_CENPA_CenpA	52.041	98	170	145	2.65e-30	97.1
lpDigSang_ENA|OZ156432|OZ156432.1_001272.1	Caenorhabditis_elegans_CELE018214_hcp-3_CenpA	41.912	136	170	288	2.15e-26	90.1
lpDigSang_ENA|OZ156432|OZ156432.1_001272.1	Mus_musculus_MMUS037970_Cenpa_CenpA	45.000	100	170	134	5.75e-23	77.8
lpLeeOryz_ENA|OZ228968|OZ228968.1_000360.1	Danio_rerio_DRER013080_CENPA_CenpA	63.529	85	199	145	2.62e-34	108
lpLeeOryz_ENA|OZ228968|OZ228968.1_000360.1	Caenorhabditis_elegans_CELE018214_hcp-3_CenpA	53.409	88	199	288	7.59e-24	84.3
lpLeeOryz_ENA|OZ228968|OZ228968.1_000360.1	Homo_sapiens_HSAP011513_CENPA_CenpA	57.143	77	199	140	5.27e-22	76.3
lpLeeOryz_ENA|OZ228964|OZ228964.1_000377.1	Danio_rerio_DRER013080_CENPA_CenpA	64.706	85	189	145	8.76e-35	108
lpLeeOryz_ENA|OZ228964|OZ228964.1_000377.1	Caenorhabditis_elegans_CELE018214_hcp-3_CenpA	54.545	88	189	288	4.27e-24	84.7
lpLeeOryz_ENA|OZ228964|OZ228964.1_000377.1	Homo_sapiens_HSAP011513_CENPA_CenpA	59.459	74	189	140	1.80e-22	77.0
lpHieOdor1_odorata_Chr8_004006.1	Danio_rerio_DRER013080_CENPA_CenpA	61.538	91	178	145	1.33e-34	108
lpHieOdor1_odorata_Chr8_004006.1	Caenorhabditis_elegans_CELE018214_hcp-3_CenpA	42.276	123	178	288	3.45e-24	84.7
lpHieOdor1_odorata_Chr8_004006.1	Homo_sapiens_HSAP011513_CENPA_CenpA	55.844	77	178	140	4.76e-22	75.9
lpHieOdor1_odorata_Chr12_004375.1	Danio_rerio_DRER013080_CENPA_CenpA	63.208	106	168	145	1.15e-43	130
lpHieOdor1_odorata_Chr12_004375.1	Homo_sapiens_HSAP011513_CENPA_CenpA	60.227	88	168	140	3.85e-30	96.3
lpHieOdor1_odorata_Chr12_004375.1	Caenorhabditis_elegans_CELE018214_hcp-3_CenpA	42.763	152	168	288	5.23e-30	99.8
lpPolViri_ENA|OZ174320|OZ174320.1_004617.1	Danio_rerio_DRER013080_CENPA_CenpA	49.107	112	181	145	2.38e-32	102
lpPolViri_ENA|OZ174320|OZ174320.1_004617.1	Caenorhabditis_elegans_CELE018214_hcp-3_CenpA	43.750	128	181	288	1.01e-23	83.6
lpPolViri_ENA|OZ174320|OZ174320.1_004617.1	Homo_sapiens_HSAP011513_CENPA_CenpA	45.872	109	181	140	8.36e-20	70.1
lpPolViri_ENA|OZ174317|OZ174317.1_005505.1	Danio_rerio_DRER013080_CENPA_CenpA	50.459	109	197	145	3.70e-32	102
lpPolViri_ENA|OZ174317|OZ174317.1_005505.1	Caenorhabditis_elegans_CELE018214_hcp-3_CenpA	44.800	125	197	288	8.06e-24	84.3
lpPolViri_ENA|OZ174317|OZ174317.1_005505.1	Homo_sapiens_HSAP011513_CENPA_CenpA	48.315	89	197	140	8.74e-19	67.8
lpPolViri_ENA|OZ174309|OZ174309.1_001946.1	Danio_rerio_DRER013080_CENPA_CenpA	59.615	104	163	145	1.72e-39	120
lpPolViri_ENA|OZ174309|OZ174309.1_001946.1	Caenorhabditis_elegans_CELE018214_hcp-3_CenpA	48.000	125	163	288	2.27e-30	100
lpPolViri_ENA|OZ174309|OZ174309.1_001946.1	Homo_sapiens_HSAP011513_CENPA_CenpA	58.140	86	163	140	2.54e-26	86.3
lpPolViri_ENA|OZ174307|OZ174307.1_001979.1	Danio_rerio_DRER013080_CENPA_CenpA	59.615	104	163	145	1.49e-39	120
lpPolViri_ENA|OZ174307|OZ174307.1_001979.1	Caenorhabditis_elegans_CELE018214_hcp-3_CenpA	48.000	125	163	288	2.00e-30	100
lpPolViri_ENA|OZ174307|OZ174307.1_001979.1	Homo_sapiens_HSAP011513_CENPA_CenpA	58.140	86	163	140	2.54e-26	86.3
lpHieOdor1_odorata_Chr8_004005.1	Danio_rerio_DRER013080_CENPA_CenpA	58.163	98	185	145	2.89e-35	110
lpHieOdor1_odorata_Chr8_004005.1	Caenorhabditis_elegans_CELE018214_hcp-3_CenpA	42.017	119	185	288	1.11e-23	83.6
lpHieOdor1_odorata_Chr8_004005.1	Homo_sapiens_HSAP011513_CENPA_CenpA	54.667	75	185	140	6.41e-22	75.5
lpPolViri_ENA|OZ174320|OZ174320.1_004616.1	Danio_rerio_DRER013080_CENPA_CenpA	60.000	95	196	145	1.67e-33	105
lpPolViri_ENA|OZ174320|OZ174320.1_004616.1	Caenorhabditis_elegans_CELE018214_hcp-3_CenpA	48.936	94	196	288	2.04e-25	88.6
lpPolViri_ENA|OZ174320|OZ174320.1_004616.1	Homo_sapiens_HSAP011513_CENPA_CenpA	48.352	91	196	140	1.49e-20	72.4
lpPolViri_ENA|OZ174317|OZ174317.1_005504.1	Danio_rerio_DRER013080_CENPA_CenpA	61.468	109	164	145	2.58e-41	124
lpPolViri_ENA|OZ174317|OZ174317.1_005504.1	Caenorhabditis_elegans_CELE018214_hcp-3_CenpA	40.645	155	164	288	7.33e-32	104
lpPolViri_ENA|OZ174317|OZ174317.1_005504.1	Homo_sapiens_HSAP011513_CENPA_CenpA	58.140	86	164	140	3.58e-27	88.6
lpHieOdor1_odorata_Chr12_005750.1	Danio_rerio_DRER013080_CENPA_CenpA	60.215	93	234	145	3.67e-33	106
lpHieOdor1_odorata_Chr12_005750.1	Caenorhabditis_elegans_CELE018214_hcp-3_CenpA	45.378	119	234	288	1.19e-27	95.5
lpHieOdor1_odorata_Chr12_005750.1	Homo_sapiens_HSAP011513_CENPA_CenpA	59.459	74	234	140	7.82e-23	79.3
lpHieOdor1_odorata_Chr12_005754.1	Danio_rerio_DRER013080_CENPA_CenpA	58.511	94	199	145	3.41e-33	105
lpHieOdor1_odorata_Chr12_005754.1	Caenorhabditis_elegans_CELE018214_hcp-3_CenpA	47.899	119	199	288	1.17e-29	99.8
lpHieOdor1_odorata_Chr12_005754.1	Homo_sapiens_HSAP011513_CENPA_CenpA	58.108	74	199	140	1.43e-22	77.8
lpPoaChai_ENA|OZ173744|OZ173744.1_001276.1	Danio_rerio_DRER013080_CENPA_CenpA	55.435	92	192	145	8.42e-28	91.3
lpPoaChai_ENA|OZ173744|OZ173744.1_001276.1	Caenorhabditis_elegans_CELE018214_hcp-3_CenpA	40.157	127	192	288	2.34e-23	82.8
lpPoaChai_ENA|OZ173744|OZ173744.1_001276.1	Mus_musculus_MMUS037970_Cenpa_CenpA	39.048	105	192	134	6.47e-18	65.1
lpPhlPrat_ENA|OZ273858|OZ273858.1_001347.1	Danio_rerio_DRER013080_CENPA_CenpA	52.941	102	171	145	4.27e-33	103
lpPhlPrat_ENA|OZ273858|OZ273858.1_001347.1	Caenorhabditis_elegans_CELE018214_hcp-3_CenpA	39.844	128	171	288	3.32e-24	84.3
lpPhlPrat_ENA|OZ273858|OZ273858.1_001347.1	Homo_sapiens_HSAP011513_CENPA_CenpA	51.948	77	171	140	1.32e-19	69.3
lpPhlPrat_ENA|OZ273854|OZ273854.1_005820.1	Danio_rerio_DRER013080_CENPA_CenpA	58.537	82	204	145	3.90e-31	100
lpPhlPrat_ENA|OZ273854|OZ273854.1_005820.1	Caenorhabditis_elegans_CELE018214_hcp-3_CenpA	50.602	83	204	288	9.29e-21	75.9
lpPhlPrat_ENA|OZ273854|OZ273854.1_005820.1	Homo_sapiens_HSAP011513_CENPA_CenpA	46.237	93	204	140	3.69e-20	71.6
dmBerVulg_ENA|OY747131|OY747131.1_000095.1	Danio_rerio_DRER013080_CENPA_CenpA	38.608	158	198	145	2.78e-27	90.1
dmBerVulg_ENA|OY747131|OY747131.1_000095.1	Caenorhabditis_elegans_CELE018214_hcp-3_CenpA	41.739	115	198	288	1.33e-19	72.8
dmBerVulg_ENA|OY747131|OY747131.1_000095.1	Homo_sapiens_HSAP011513_CENPA_CenpA	37.405	131	198	140	8.28e-17	62.4
dmBerVulg_ENA|OY747126|OY747126.1_000149.1	Danio_rerio_DRER013080_CENPA_CenpA	59.091	110	140	145	5.46e-42	125
dmBerVulg_ENA|OY747126|OY747126.1_000149.1	Homo_sapiens_HSAP011513_CENPA_CenpA	58.621	87	140	140	2.33e-28	90.9
dmBerVulg_ENA|OY747126|OY747126.1_000149.1	Caenorhabditis_elegans_CELE018214_hcp-3_CenpA	54.082	98	140	288	5.72e-28	93.2
dmAquVulg_ENA|OZ198186|OZ198186.1_002249.1	Danio_rerio_DRER013080_CENPA_CenpA	61.818	110	138	145	7.36e-43	127
dmAquVulg_ENA|OZ198186|OZ198186.1_002249.1	Homo_sapiens_HSAP011513_CENPA_CenpA	51.786	112	138	140	1.89e-31	98.6
dmAquVulg_ENA|OZ198186|OZ198186.1_002249.1	Mus_musculus_MMUS037970_Cenpa_CenpA	48.819	127	138	134	1.98e-31	98.2
